nomcom,surf,insee,pop90,pop99,lon,lat,gares,tx_hlm,dece9909,jeunesse,p09_pop,p99_pop,d90_pop,d82_pop,d75_pop,d68_pop,median,tx_appart
Bellot,1634.80000000000,77030,672.00000000000,706.00000000000,3.32390356854699,48.841794020118,0,0,58,2.07518796992481,801,703,672,534,487,531,18823,7.8175576262874
Noisy-le-Roi,552.50000000000,78455,8095.00000000000,7718.00000000000,2.05526752083353,48.8461639461131,99.9396358926151,32.7473865312375,361,1.3291958985429,7888,7711,8095,5572,5587,2564,35315,48.8228879970047
Paris  4ème,160.60000000000,75104,32226.00000000000,30675.00000000000,2.35748069205691,48.8542521528101,99.9999999793792,11.3640457044544,2072,1.2815130643927,28192,30671,32226,33990,40466,54029,30359,96.7458919043702
Thiverval-Grignon,1133.90000000000,78615,767.00000000000,773.00000000000,1.9334248718061,48.8439321522844,56.0487379510941,1.19047596430465,125,2.83333333333333,1011,776,767,662,752,639,26668,14.1815675891335
Bussy-Saint-Martin,248.60000000000,77059,475.00000000000,573.00000000000,2.67973287283457,48.8457361252881,77.5406927047823,0,23,2.10606060606061,721,573,475,317,261,186,29303,5.17912303927468
Auteuil,441.00000000000,78034,692.00000000000,864.00000000000,1.81980876026435,48.8393484662848,0,0,48,1.90702947845805,905,865,692,536,422,297,30266,1.2853386997306
Villiers-sur-Marne,431.40000000000,94079,22740.00000000000,26632.00000000000,2.5456806920841,48.8258022694773,100.000000018481,65.128065158851,1876,2.06107819471875,27322,26626,22740,22022,22293,15789,20259,60.8865325338542
Le Chesnay,430.80000000000,78158,29542.00000000000,28530.00000000000,2.12999302231525,48.827115432853,88.272178393092,20.4254248801335,1901,1.25780798149219,29210,28505,29542,27647,24785,14184,31112,83.600535415911
Issy-les-Moulineaux,423.20000000000,92040,46127.00000000000,52647.00000000000,2.26481852446295,48.823407070809,99.9999999745279,37.1867193807153,3707,1.94844972198662,64027,52642,46194,45835,47625,50512,29157,90.8710256276713
Joinville-le-Pont,228.10000000000,94042,16657.00000000000,17117.00000000000,2.47185739230818,48.820300414708,100.000000028041,52.626754018242,1303,1.41005990133897,17607,17111,16657,16934,17608,17467,24803,72.2848938138588
Jouy-sur-Morin,1847.70000000000,77240,1806.00000000000,1929.00000000000,3.27275367879554,48.7955531983133,0,35.2941178078026,165,1.41205673758865,2098,1929,1806,1637,1660,1504,19482,14.0477667871178
La Celle-sur-Morin,758.20000000000,77063,951.00000000000,1106.00000000000,2.97193961481188,48.797574281092,52.9897319782884,0,71,2.07118055555556,1236,1109,951,742,568,513,23840,2.77255433594262
Dammartin-sur-Tigeaux,901.80000000000,77154,593.00000000000,731.00000000000,2.90347989542531,48.8087394517759,26.1027698485578,0,50,2.13131313131313,868,725,593,500,476,408,23245,3.44827586206897
Malakoff,207.80000000000,92046,30959.00000000000,29402.00000000000,2.29642478405508,48.816396928548,99.9999999543889,56.5700121730835,1972,1.90875477846713,30988,29419,30959,32553,34121,36198,21458,84.2164661186806
Millemont,582.80000000000,78404,173.00000000000,206.00000000000,1.72572678809543,48.8081688315444,31.2033964183783,0,16,1.53191489361702,252,206,173,142,92,117,32667,3.02847368950599
Chailly-en-Brie,1794.60000000000,77070,926.00000000000,1180.00000000000,3.13372847142251,48.7926489866859,2.13486735122321,0,79,2.33333333333333,1416,1179,926,755,748,676,22161,9.16346075141197
Gentilly,117.80000000000,94037,17093.00000000000,16118.00000000000,2.34419036273475,48.8135131218455,99.999999993606,68.3620776767229,1206,1.96596829619776,17476,16124,17093,16732,17026,18812,17805,86.466980749985
Saint-Maur-des-Fossés,1124.30000000000,94068,77206.00000000000,73069.00000000000,2.49369578824171,48.7991709586397,98.02192299316,13.8467990274353,6206,1.22054873191426,75251,73071,77206,80811,80920,77251,28470,61.94362438969
Bois-d'Arcy,560.50000000000,78073,12693.00000000000,12064.00000000000,2.0196630026513,48.8048612471866,74.9923102435733,38.0436224140274,495,2.56679084619478,13646,12062,12693,11796,10231,6766,25581,63.646022809297
Mortcerf,1790.70000000000,77318,1072.00000000000,1307.00000000000,2.90503781717616,48.783084963022,57.2816062808632,0,209,1.62424242424242,1458,1306,1072,822,758,793,23916,12.7700051523919
Gambais,2278.30000000000,78263,1730.00000000000,2064.00000000000,1.6772851429201,48.7796356844918,0,0,217,1.96962025316456,2457,2067,1730,1365,1239,1084,28824,2.12632823091809
Trappes,1371.50000000000,78621,30878.00000000000,28812.00000000000,1.99425915641633,48.7751724021717,61.9176663257845,83.6937300848443,1151,3.64935454818373,28638,28797,30878,29763,22895,16799,13403,77.6312511214211
Guyancourt,1319.90000000000,78297,18307.00000000000,25079.00000000000,2.07579385194454,48.7731880695196,96.5427396917244,76.1829031852292,731,4.85623522458629,28189,25051,18307,10983,3450,1493,22957,73.0118958939979
Mauperthuis,197.20000000000,77281,406.00000000000,429.00000000000,3.03888410421462,48.7698877825755,0,0,26,2.26760563380282,480,429,406,322,230,220,23416,1.73525886180718
La Houssaye-en-Brie,1239.50000000000,77229,1038.00000000000,1456.00000000000,2.8675142827094,48.7561332341983,38.4104764032325,0,75,2.86394557823129,1600,1457,1038,787,751,548,23953,7.40143499057835
Gretz-Armainvilliers,1357.20000000000,77215,7246.00000000000,7613.00000000000,2.7259608281451,48.7492410610713,78.3482128211837,52.2992985190959,471,1.96786570743405,7925,7609,7246,7330,7127,4559,20980,43.2667525773196
Saint-Remy-l'Honoré,1025.10000000000,78576,1004.00000000000,1299.00000000000,1.87577790923688,48.748704012649,10.2960538936232,0,77,0.877968877968878,1388,1282,1004,791,541,378,34445,14.3946488294314
Verrières-le-Buisson,1002.30000000000,91645,15710.00000000000,15923.00000000000,2.25252724550341,48.750103970838,99.9999999964894,45.4651738921628,1304,1.18044147843943,15543,15929,15710,13555,11400,9852,33470,42.6849491169391
Boissy-Saint-Léger,893.40000000000,94004,15120.00000000000,15289.00000000000,2.52482968793008,48.7469856198611,52.4679762767758,60.4438702430471,1031,2.41001628664495,16248,15280,15120,12733,9372,5128,17875,71.5293994925669
Le Mesnil-Saint-Denis,905.00000000000,78397,6528.00000000000,6518.00000000000,1.96578057245014,48.7403574605444,36.0139089329433,9.80328130074215,455,1.24350787569178,6623,6519,6528,6594,5381,4061,31446,17.0477505919495
Les Bréviaires,1983.70000000000,78108,903.00000000000,1024.00000000000,1.81580582666535,48.7208657603251,0,0.847457627118644,48,2.0360824742268,1227,1025,903,621,432,305,28796,8.24295010845987
Igny,385.50000000000,91312,9428.00000000000,9381.00000000000,2.22461791481211,48.7366258262,99.9999999998474,55.4681353265146,556,1.49489407102576,10146,9375,9428,9235,9102,7794,29697,31.8714178918515
Milon-la-Chapelle,308.70000000000,78406,335.00000000000,339.00000000000,2.04721037381123,48.7281445433207,2.15964465421134,0,30,0.888888888888889,328,340,335,340,288,233,42672,3.96277106121666
Les Essarts-le-Roi,1959.10000000000,78220,5565.00000000000,6126.00000000000,1.89573490744261,48.7163969201983,54.1482606213877,44.5171849427169,324,1.66113416320885,6331,6127,5565,4876,3254,2045,27527,25.0925545043192
Grandchamp,611.80000000000,78283,219.00000000000,232.00000000000,1.61411579988674,48.7192430365878,0,0,14,2.85964912280702,306,231,219,159,93,83,25930,0.961258374599476
Servon,740.30000000000,77450,1924.00000000000,2791.00000000000,2.59237598166981,48.7147060490552,0,33.3333333333333,129,1.82449246889325,2940,2791,1924,1526,1163,1174,27790,9.2018779342723
Le Plessis-Feu-Aussoux,561.40000000000,77365,322.00000000000,374.00000000000,3.03861335336664,48.7133657458754,0,0,22,3.79245283018868,546,374,322,226,102,71,24055,2.94117647058824
La Boissière-Ecole,2562.70000000000,78077,655.00000000000,725.00000000000,1.66779877893619,48.689816283158,0,5.88235294117647,37,2.11016949152542,766,692,655,528,461,412,24823,13.6518771331058
Brunoy,663.80000000000,91114,24468.00000000000,23617.00000000000,2.50350007403703,48.6962686793591,92.8650525686688,50.0317320097111,1910,1.46751902587519,25339,23642,24468,23899,22727,16031,24831,49.6131437529736
Bernay-Vilbert,1691.10000000000,77031,629.00000000000,755.00000000000,2.9292037144237,48.6755952599839,0,0,41,1.74774774774775,831,755,629,509,416,379,24453,3.60565800779959
Boisdon,436.90000000000,77036,87.00000000000,77.00000000000,3.22607383561763,48.6764183611761,0,0,7,1.29411764705882,88,78,87,78,79,82,,0
Choisel,896.30000000000,78162,551.00000000000,538.00000000000,2.01429510256582,48.6740734502384,0,0,39,1.24649859943978,524,539,551,462,461,391,30198,6.92887610356115
Augers-en-Brie,1348.60000000000,77012,195.00000000000,260.00000000000,3.35260410937803,48.6668471884046,0,0,20,2.05228758169935,305,260,195,172,176,213,20514,0.85135956910781
Epinay-sur-Orge,435.20000000000,91216,9688.00000000000,9399.00000000000,2.31858486729985,48.673323879652,99.5081916465737,27.422601477555,875,1.26740237691002,10129,9366,9688,8745,9366,9032,26193,31.4301142499858
Boulancourt,649.80000000000,77046,287.00000000000,325.00000000000,2.45118909846846,48.2617119554806,0,0,24,1.16064257028112,357,325,287,218,165,132,22179,0.698333679043075
Solers,626.40000000000,77457,1099.00000000000,1243.00000000000,2.72745451066906,48.6596985723155,0,0,61,3.00469483568075,1250,1243,1099,692,503,401,24141,15.4987525714536
Etiolles,1177.70000000000,91225,2107.00000000000,2548.00000000000,2.48345637509792,48.6499001832383,27.4605012368959,0.829008626497575,107,1.45614035087719,3095,2544,2107,1570,1530,1208,34280,39.5788235294118
Villemoisson-sur-Orge,231.00000000000,91667,6404.00000000000,6878.00000000000,2.33057014357675,48.6614379367805,100.000000014663,31.8438357859063,612,1.60005104645227,6924,6872,6404,4104,4050,3404,28581,18.1343629343629
Beauvoir,394.30000000000,77029,186.00000000000,193.00000000000,2.86302922822098,48.6417759056986,14.0796249143019,0,12,1.57142857142857,194,193,186,138,139,180,23366,6.407694229328
Bullion,2131.40000000000,78120,1703.00000000000,1799.00000000000,1.9834492158817,48.6243585459458,0,38.8888875932998,80,2.40277777777778,1952,1798,1703,1293,1303,738,30063,7.89098519776753
Bonnelles,1078.80000000000,78087,2193.00000000000,2162.00000000000,2.03015930577864,48.618321040613,0,8.87096774193548,77,1.89832285115304,1949,2160,2193,1371,595,546,29140,11.1416781292985
Lissy,671.40000000000,77253,135.00000000000,171.00000000000,2.70128910469678,48.6179371256844,0,0,16,1.55882352941176,190,171,135,125,132,124,22729,2.7027027027027
Quiers,1178.30000000000,77381,547.00000000000,583.00000000000,2.96218091045681,48.6139924883008,0,0,20,3.83589743589744,671,583,547,362,180,159,23203,0.917431192660551
Bondoufle,686.20000000000,91086,7719.00000000000,9129.00000000000,2.38008826038687,48.6140467298221,40.3923382618405,58.053097320483,380,1.88766114180479,9334,9156,7719,8120,2097,285,25324,17.4454376771651
Corbeil-Essonnes,1106.80000000000,91174,40345.00000000000,39378.00000000000,2.46890000582804,48.6040450731732,99.999999986447,47.5852122950557,2716,2.44626262626263,42456,39384,40345,37846,38859,32192,15641,70.5298815850926
Bréau,134.00000000000,77052,301.00000000000,343.00000000000,2.87940478965316,48.5579620539233,0,0,14,2.64393939393939,358,343,301,182,125,105,23791,1.5748031496063
Vaugrigneuse,616.30000000000,91634,903.00000000000,1084.00000000000,2.10553601301013,48.6013657027971,0,0,117,1.58831341301461,1252,1085,903,700,508,338,25048,14.0032436515518
Angervilliers,908.40000000000,91017,1197.00000000000,1381.00000000000,2.05842355385824,48.5910109965205,0,0,198,2.25435073627845,1638,1381,1197,704,530,511,25460,6.20183345184787
Nangis,2411.40000000000,77327,7013.00000000000,7479.00000000000,3.00839717033816,48.5546056098268,44.2084884150876,62.237188482043,727,1.78589136804147,7815,7472,7013,6869,6589,5359,17014,46.4703692212225
Orphin,1668.80000000000,78470,820.00000000000,928.00000000000,1.78364307670887,48.5763326654135,0,0,41,1.60761904761905,916,927,820,660,502,365,27257,8.98555738130243
La Norville,456.70000000000,91457,3822.00000000000,3944.00000000000,2.26616378399035,48.5817283386938,99.7520089048346,42.4920130969911,176,1.57730673316708,4101,3957,3822,2318,2035,1687,26741,14.5456293874411
Saint-Cyr-sous-Dourdan,1004.30000000000,91546,846.00000000000,951.00000000000,2.03703078928841,48.5657263864299,1.63718771181606,0,60,1.25764192139738,1007,951,846,774,640,459,27168,4.08163265306122
Breuillet,675.40000000000,91105,7321.00000000000,7331.00000000000,2.16488498823984,48.5715705353705,82.8777028414403,61.67982117914,522,1.84724033029118,8288,7330,7321,7176,6562,2639,23568,20.3819699499165
Avrainville,933.00000000000,91041,556.00000000000,652.00000000000,2.24449712664584,48.5574838366243,22.610915323877,15.5555547466978,31,2.16822429906542,720,653,556,418,359,291,26294,10.7812916238536
Chalautre-la-Grande,1848.90000000000,77072,570.00000000000,610.00000000000,3.44650402033231,48.5504622132675,0,35.2941183351231,45,2.18103448275862,696,609,570,383,377,446,17542,1.5860490807228
Fontenailles,2744.00000000000,77191,773.00000000000,887.00000000000,2.92630065179931,48.5319754602319,0,0,62,2.1849593495935,1056,887,773,640,495,448,22917,2.83205210335255
Breux-Jouy,477.40000000000,91106,1076.00000000000,1259.00000000000,2.16057797208711,48.5549833343244,82.2329688049149,0,40,1.54356846473029,1219,1259,1076,908,783,676,25347,6.23665580402292
Sourdun,2333.30000000000,77459,1114.00000000000,1232.00000000000,3.36271425020145,48.5370361715898,3.65140398201461,16.5413533834586,85,2.472334682861,1603,1230,1114,979,777,731,19051,2.89256198347107
Chalautre-la-Petite,937.80000000000,77073,544.00000000000,568.00000000000,3.31529619447698,48.5270489707817,14.1701591419664,0,30,1.1957671957672,548,567,544,466,379,259,23351,0.4739336492891
Auvernaux,646.90000000000,91037,249.00000000000,257.00000000000,2.48827039279221,48.5290269002703,0,0,14,2.23188405797101,334,257,249,259,157,202,23069,10.9217474795967
La Rochette,585.90000000000,77389,2861.00000000000,2759.00000000000,2.65857320082991,48.5066270959362,66.5624719387428,25.1875409139052,228,1.27288888888889,3039,2759,2861,2992,3096,2871,26087,53.5204901566894
Janville-sur-Juine,1063.10000000000,91318,1714.00000000000,1788.00000000000,2.25331839076599,48.5008866088188,45.1067192732801,22.4806196958556,97,1.30718954248366,1851,1788,1714,1527,1314,894,26645,13.3689983332437
Donnemarie-Dontilly,1208.10000000000,77159,2295.00000000000,2628.00000000000,3.1176495170734,48.4786195611256,0,29.9446000483915,326,1.40901771336554,2788,2628,2295,1845,1809,1668,19146,17.1096654275093
Fontaine-le-Port,787.20000000000,77188,776.00000000000,836.00000000000,2.76663888737347,48.4842826065738,60.9697089658536,0,51,1.17972350230415,936,836,776,776,564,535,26236,10.6668070655751
Fontainebleau,17245.10000000000,77186,15714.00000000000,15942.00000000000,2.68035906878133,48.4065984774602,17.4335808639773,22.8644408996788,1565,1.25411140583554,15268,15949,15714,15679,16778,18094,23300,71.7717014887481
Samois-sur-Seine,632.10000000000,77441,1916.00000000000,2236.00000000000,2.75224364428581,48.4563085914224,65.0597519707201,9.1743119266055,345,1.16316124920331,2107,2243,1916,1574,1574,1373,28362,8.98058252427184
Boissy-le-Cutté,463.60000000000,91080,1039.00000000000,1200.00000000000,2.28410861628587,48.4705862798232,0,0,51,2.94578313253012,1335,1199,1039,812,783,617,22028,12.7188742077559
Saint-Germain-Laval,889.30000000000,77409,2362.00000000000,2602.00000000000,2.99455879056066,48.4087832494732,0,71.7391307331414,117,1.96455351056578,2750,2600,2362,2566,1134,1138,19134,9.06269007319784
Mousseaux-lès-Bray,867.40000000000,77321,604.00000000000,617.00000000000,3.23013422117742,48.3959147764897,0,34.0000005436496,40,1.46762589928058,685,616,604,501,509,550,18147,2.36202415532793
Maisse,2152.20000000000,91359,2495.00000000000,2622.00000000000,2.36985333195179,48.3962073212168,42.5295575851302,0.543478503891888,287,1.37005163511188,2703,2623,2495,1945,1592,1385,22314,12.5126449303556
Thomery,375.10000000000,77463,3025.00000000000,3203.00000000000,2.78060276708743,48.4044000626991,98.0590346812017,0,292,1.21923390383048,3425,3200,3025,2647,2249,1906,25751,7.68662232076866
Montereau-faut-Yonne,904.30000000000,77305,18657.00000000000,17625.00000000000,2.96111577205926,48.3900490377851,48.4823835283456,55.2533910768405,1468,1.87205690812544,16266,17615,18657,19413,21568,19789,12249,75.9849098525702
Congerville-Thionville,842.80000000000,91613,187.00000000000,225.00000000000,1.99051381518769,48.3823014191233,0,0,12,2.94202898550725,217,225,187,159,176,178,21018,1.21724009439821
Chalou-Moulineux,1071.70000000000,91131,389.00000000000,370.00000000000,2.02560539258096,48.3804870151075,31.7655670593308,0,24,1.77450980392157,410,370,389,303,232,226,23226,2.39316239316239
Barbey,434.10000000000,77021,140.00000000000,151.00000000000,3.04917313220014,48.3663206290986,0,0,10,2.0752688172043,188,151,140,125,115,109,21219,0
Achères-la-Forêt,1263.10000000000,77001,903.00000000000,1040.00000000000,2.56467696388234,48.3483075858239,0,2.17391304347826,56,1.6965620328849,1242,1046,903,754,647,459,25383,3.66379310344828
Fontaine-la-Rivière,370.90000000000,91240,143.00000000000,172.00000000000,2.16500292928167,48.3597637269342,0,0,9,2.48809523809524,206,172,143,105,85,58,24821,24.7014307674116
Prunay-sur-Essonne,513.20000000000,91507,279.00000000000,286.00000000000,2.36171504884498,48.352068844432,62.0397795241677,0,20,1.22388059701493,307,286,279,240,198,132,22435,1.66374048992559
Flagy,720.00000000000,77184,415.00000000000,534.00000000000,2.91673997388527,48.3091127505704,0,0,30,1.80459770114943,634,534,415,374,377,328,21017,0.867972259781044
Nemours,1013.40000000000,77333,12072.00000000000,12898.00000000000,2.71139540950635,48.2590864909052,51.2934498903483,59.0737434845333,1229,1.58600148920328,12692,12901,12072,11665,11223,8131,15596,59.1655550859165
Lorrez-le-Bocage-Préaux,1985.00000000000,77261,1192.00000000000,1265.00000000000,2.89652628951127,48.2397024048541,0,39.5209579903056,92,1.81165919282511,1243,1268,1192,1051,988,737,19428,16.2267760118842
Paley,929.10000000000,77353,394.00000000000,411.00000000000,2.85430635589891,48.2415121797127,0,0,36,0.770833333333333,431,411,394,321,264,258,23266,0
Ennery,742.00000000000,95211,2037.00000000000,2036.00000000000,2.10933590091429,49.0781505247037,31.1011889754841,10.3237498441668,338,1.07573149741824,2220,2035,2021,1831,1920,1369,26353,12.4779220779221
Butry-sur-Oise,280.50000000000,95120,1878.00000000000,1969.00000000000,2.19241389428382,49.0838158402919,99.9999999871256,43.4782600505297,88,1.84104046242775,1994,1970,1878,1646,997,883,24901,6.80026958997565
Vémars,825.70000000000,95641,2099.00000000000,2058.00000000000,2.56602997049745,49.0633148885026,0,48.8860578374922,77,3.03929539295393,2208,2058,2099,842,844,553,23607,16.5056603773585
Châtenay-en-France,310.50000000000,95144,60.00000000000,61.00000000000,2.46275824545676,49.0652085394158,2.47855035606071,0,4,3.25,67,61,60,75,69,53,,15.7814096016343
Pontoise,717.00000000000,95500,27150.00000000000,27494.00000000000,2.09427185365921,49.0514704263369,95.8103476798624,53.9138809041253,1873,2.2415934142598,29817,27483,27166,26795,26029,16827,18804,73.6423548530916
Marchémoret,700.70000000000,77273,307.00000000000,332.00000000000,2.75187305783271,49.053206598523,0,0,10,4.54901960784314,559,332,307,258,214,110,23062,12.7770818582866
Sailly,549.00000000000,78536,334.00000000000,349.00000000000,1.79328891906182,49.0430887933986,0,16.6666666666667,13,2.56462585034014,376,349,334,160,134,177,24016,6.81818181818182
Montalet-le-Bois,305.20000000000,78416,244.00000000000,291.00000000000,1.82995139578608,49.0491369605972,0,0,18,2.51937984496124,321,290,244,149,131,134,24933,3.41984202760177
Saint-Martin-la-Garenne,1599.60000000000,78567,654.00000000000,740.00000000000,1.67818476367422,49.0359648246913,0,0,51,1.76519916142558,908,740,654,627,488,360,24334,5.83090379008746
Fontenay-Saint-Père,1308.10000000000,78246,927.00000000000,987.00000000000,1.75459875302938,49.0282185369956,0,7.40740740740741,46,1.64373897707231,998,989,927,808,782,758,26428,4.63215258855586
Saint-Leu-la-Forêt,530.30000000000,95563,14489.00000000000,15127.00000000000,2.24698254393592,49.0198050124717,89.8502572116379,44.0627196978158,972,1.58966426034147,14783,15152,14489,11627,9664,10004,26653,36.5067128745293
Saint-Prix,790.40000000000,95574,5623.00000000000,6767.00000000000,2.27014971835839,49.0205548158609,41.8302640097188,52.4680075636654,534,1.46155498281787,7374,6772,5623,4981,5435,4302,28913,19.9159563062759
Courtomer,464.60000000000,77138,491.00000000000,554.00000000000,2.89629891200557,48.6579419293846,0,0,22,2.44607843137255,539,554,491,377,203,200,24860,0.979616069661587
Brétigny-sur-Orge,1462.60000000000,91103,19671.00000000000,21650.00000000000,2.3027687778155,48.6025625429629,83.0371582392938,53.5432137955506,1036,2.57071172555044,22691,21503,19671,18662,19572,12688,21787,54.5787865962497
Bagneaux-sur-Loing,530.20000000000,77016,1516.00000000000,1595.00000000000,2.70804055627382,48.2231334799135,69.0733198219509,83.1491712707182,124,1.75908618899273,1686,1594,1516,1439,1659,2058,17762,42.7362482369535
Remauville,1089.70000000000,77387,335.00000000000,368.00000000000,2.82483840618678,48.2199189992825,0,0,46,1.9789029535865,452,368,335,297,315,314,20817,0
Marly-la-Ville,872.00000000000,95371,5128.00000000000,5696.00000000000,2.50867867954563,49.0812834474203,27.8729751005,38.7182031706193,356,2.0917537746806,5497,5694,5128,5078,2419,1987,23905,12.9581231079717
Hondevilliers,553.70000000000,77228,185.00000000000,215.00000000000,3.31140113971483,48.9037590137242,0,0,11,1.25786163522013,240,215,185,176,120,142,19084,0
Theuville,492.60000000000,95611,55.00000000000,59.00000000000,2.06911088939925,49.1570061020495,0,0,3,1.46666666666667,30,59,55,54,64,108,,0
Saint-Clair-sur-Epte,1229.80000000000,95541,782.00000000000,801.00000000000,1.70253500919722,49.213126789271,0,42.8571415495695,229,1.75409836065574,909,807,782,601,479,495,18035,20.3132166961536
Bernes-sur-Oise,550.80000000000,95058,2434.00000000000,2220.00000000000,2.30120231650101,49.1652159849518,52.4373245369693,81.1423978276459,109,2.57818930041152,2371,2221,2434,1363,1402,1040,20356,17.2085427135678
Frouville,744.70000000000,95258,326.00000000000,373.00000000000,2.14647951383173,49.1578506814332,0,0,22,2.03703703703704,373,373,326,241,225,215,30628,7.53424657534247
Menouville,281.50000000000,95387,63.00000000000,84.00000000000,2.10693061431089,49.153094563765,0,0,6,2.33333333333333,86,84,63,50,55,68,,3.34844785490059
Beaumont-sur-Oise,561.80000000000,95052,8151.00000000000,8390.00000000000,2.29945092464132,49.1402162230637,79.3866881367964,43.7195159793136,821,1.96505545093116,8977,8388,8151,8004,8008,7315,18812,51.655346803482
Mours,246.40000000000,95436,1542.00000000000,1475.00000000000,2.26409170337143,49.1304028587329,100.000000023224,2.22222156254466,69,2.0952380952381,1364,1474,1542,1479,426,299,26659,6.07873952288846
Maudétour-en-Vexin,664.70000000000,95379,183.00000000000,177.00000000000,1.77694109840328,49.1099538535274,0,0,6,1.45614035087719,196,176,183,167,142,124,29125,2.5644363447019
Théméricourt,753.30000000000,95610,229.00000000000,229.00000000000,1.90441164744388,49.0907179304737,0,0,14,1.45454545454545,259,229,229,201,188,173,25412,0.995226972682035
Epinay-Champlâtreux,359.30000000000,95214,66.00000000000,75.00000000000,2.4053011715101,49.0907871306166,0.460405853050569,0,3,1.29411764705882,67,75,66,67,66,77,,27.5813790689534
Guitrancourt,740.70000000000,78296,476.00000000000,612.00000000000,1.7792417047104,49.007548750076,11.0329454821722,0,27,2.04810996563574,638,612,476,413,333,368,26329,6.00919819507116
Chaufour-lès-Bonnières,302.00000000000,78147,376.00000000000,413.00000000000,1.48535778620637,49.0160693640454,0,0,12,2.46540880503145,411,413,376,300,185,150,23615,6.03835978835979
Cuisy,334.80000000000,77150,370.00000000000,374.00000000000,2.7783515215491,49.0204872942874,0,0,12,2.12785388127854,445,374,370,266,171,116,22443,10.0006165608237
Rolleboise,305.70000000000,78528,461.00000000000,401.00000000000,1.60155543667839,49.0188353146281,6.49265483176575,29.1758610123582,34,1.75324675324675,411,401,461,371,457,435,18505,23.2306411323897
Montlignon,287.30000000000,95426,2505.00000000000,2427.00000000000,2.29001657404379,49.0147799846244,9.55581345710831,1.2984186892969,164,1.56123737373737,2566,2426,2505,2205,2041,1759,31249,16.9645542427497
Isles-les-Meldeuses,687.20000000000,77231,498.00000000000,602.00000000000,3.01265201584644,48.997650681657,99.3543598235953,1.44927558461562,46,3.04210526315789,768,602,498,407,337,432,20464,14.2317939609236
Le Thillay,396.70000000000,95612,3419.00000000000,3665.00000000000,2.4692430140819,49.0041766871209,30.3590220544725,0.958027712427562,230,2.83551401869159,4093,3668,3419,2804,2762,2836,20102,21.393031358885
Tremblay-en-France,2255.10000000000,93073,31385.00000000000,33885.00000000000,2.55552391047585,48.9783333499463,61.7158442824755,61.7157833191044,1877,2.17957292033322,35036,33852,31385,29644,26846,18482,18769,45.6181117204107
Penchard,432.80000000000,77358,773.00000000000,799.00000000000,2.85820473645608,48.9912957642303,0,0,52,1.685,1033,799,773,751,623,371,23181,9.13997355425426
Jaignes,1007.80000000000,77235,289.00000000000,310.00000000000,3.07401265890262,48.9866981840383,5.83146244010737,0,16,1.98039215686275,322,310,289,234,165,161,24145,0.820701783770204
Andrésy,696.20000000000,78015,12548.00000000000,12485.00000000000,2.05027680402076,48.9817687042024,94.812037979042,39.8716660992506,841,1.55831973898858,12242,12484,12548,11185,8927,4876,27288,48.317617620302
Crégy-lès-Meaux,369.90000000000,77143,2294.00000000000,3677.00000000000,2.8734774519868,48.9774599112143,30.4542568691624,60.0446429472857,116,3.4928469241774,4245,3676,2294,1007,786,793,21495,24.7662977469056
Poincy,632.40000000000,77369,591.00000000000,694.00000000000,2.92313599482964,48.9732269372808,30.7931603984526,0,27,1.5011655011655,717,697,591,514,328,263,25067,4.24710424710425
Bouafle,695.20000000000,78090,2013.00000000000,2016.00000000000,1.89833380406128,48.9612506172718,5.91731468716378,8.69796113299324,136,1.37393162393162,2159,2014,2013,2094,2104,1731,25518,12.8310096378778
Messy,1035.30000000000,77292,787.00000000000,896.00000000000,2.70080364391583,48.9670455687612,1.74566393888486,0,44,2.90167865707434,1089,843,787,720,608,475,25672,17.8304422184217
Bonneuil-en-France,474.60000000000,95088,707.00000000000,774.00000000000,2.43493569964738,48.9657443779088,43.092670592647,0,44,2.28660436137072,710,774,707,529,561,597,21186,28.4627269215914
Reuil-en-Brie,591.30000000000,77388,508.00000000000,819.00000000000,3.16293523437406,48.9565611959505,16.5793236181833,0,75,2.05164319248826,850,823,508,388,378,312,21671,4.54412100270561
Mézières-sur-Seine,1079.30000000000,78402,2726.00000000000,3341.00000000000,1.78272061545992,48.953607032224,39.9056443488618,27.405905563567,163,2.37341349365397,3468,3333,2726,2124,1968,1771,24165,17.5675675675676
Ménerville,348.60000000000,78385,182.00000000000,191.00000000000,1.59639134145698,48.9566712496377,87.4423909956639,0,10,1.46031746031746,199,191,182,158,126,97,23690,0
Dugny,386.90000000000,93030,8361.00000000000,8641.00000000000,2.42375191411226,48.9507923860014,99.9999999921533,74.8869460355743,423,3.6263829787234,10527,8635,8361,8451,8094,7860,13723,86.6375993844576
Vaujours,370.30000000000,93074,5214.00000000000,5570.00000000000,2.58112831798954,48.9324161516667,64.7141207829174,10.9784883062775,408,2.32591807909604,6273,5559,5214,4885,4726,4748,21785,46.2243199342203
L/Ile-Saint-Denis,176.10000000000,93039,7413.00000000000,6810.00000000000,2.3257213077049,48.9388759290597,100.000000038525,79.4065196803994,362,2.44978028876334,7017,6822,7413,7435,7004,5522,12587,92.097744926892
Bazemont,668.50000000000,78049,1468.00000000000,1526.00000000000,1.87375423982622,48.9319279875237,32.5468658873233,1.58730166278812,98,1.09850483729112,1523,1526,1468,1185,945,590,30210,4.0064690386475
